Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,4.01E+16,4.62E+15,3.86E+15,4.29E+16,4.98E+16,5.10E+16,5.23E+16,4.98E+15,3.86E+16,3.69E+16,3.98E+16,4.37E+11,4.05E+16
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,8.513.996.045,9.694.409.561,7.997.769.708,8.769.379.007,1.006.005.624,1.015.241.419,1.029.134.508,9.701.918.275,7.435.551.586,7.046.056.053,7.549.675.406,8.226.780.932,757.197.529
Norway,NOR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.732.616.157,4.738.452.399,4.750.178.727,4.730.494.188,4.746.000.988,4.726.411.817,4.735.738.359,4.838.460.354,4.777.839.199,4.791.604.304,4.798.079.576,4.790.515.903,481.033.776
Norway,NOR,"Children out of school, primary, female",SE.PRM.UNER.FE,1794,996,1204,1343,793,..,..,250,..,..,..,..,..
Norway,NOR,"Children out of school, primary",SE.PRM.UNER,3508,2626,3171,3419,2067,909,198,350,576,483,177,2,40
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.168.633.003,8.758.683.177,2.409.053.041,3.491.288.726,5.875.802.437,5.698.199.592,4.027.159.916,2.626.526.999,0.137492058,0.739734025,0.875585919,0.761578359,-0.355083821
Panama,PAN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.824.939.923,7.527.495.412,6.470.959.447,2.590.154.324,5.844.098.731,6.175.733.988,5.504.802.823,4.197.619.653,2.478.826.265,2.002.046.028,1.729.023.996,0.673383441,0.179926531
Panama,PAN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.830.000.043,2.180.000.067,1.860.000.014,1.940.000.057,2.130.000.114,1.789.999.962,1.149.999.976,1.470.000.029,1.799.999.952,2.200.000.048,1.480.000.019,1.950.000.048,2.019.999.981
Panama,PAN,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.190.000.153,4.359.999.847,4.399.000.168,43.5,4.352.999.878,4.565.000.153,4.679.999.924,4.683.000.183,4.761.000.061,4.765.999.985,4.720.999.908,4.881.999.969,5.018.000.031
Panama,PAN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.898.500.061,2.969.199.944,302.329.998,2.583.799.934,2.506.900.024,273.939.991,2.955.400.085,2.770.700.073,2.592.499.924,2.643.600.082,2.674.500.084,2.701.300.049,2.883.200.073
Panama,PAN,"Population, total",SP.POP.TOTL,3453671,3516204,3579215,3642691,3706479,3770635,3835447,3901311,3968490,4037073,4106764,4176868,4246440
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,1716603,1748284,1780242,1812455,1844847,1877451,1910409,1943936,1978158,2013130,2048694,2084482,2120006
Panama,PAN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.124.000.072,5.170.000.076,5.291.999.817,5.112.999.916,2.786.999.941,3.082.000.017,3.082.999.945,3.503.999.949,3.926.000.118,3.914.000.034,5.092.000.008,4.960.999.966,5.889.999.866
Panama,PAN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,11.875,1.191.800.022,1.206.700.039,12,8.619.999.886,8.899.999.619,8.819.999.695,8.75,1.193.000.031,1.007.999.992,1.494.999.981,1.526.000.023,1.745.000.076
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,21295984230,25155888616,27116635565,29440287581,34686224301,40429734384,45599994005,49921464365,54091713776,57907695409,62202725204,64929409212,66984427150
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,6.166.187.871,7.154.274.501,7.576.140.457,8.082.016.175,935.826.813,1.072.226.147,1.188.909.507,1.279.607.403,1.363.030.114,1.434.398.026,1.514.640.851,1.554.499.908,1.577.425.494
Panama,PAN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,3.695.353.567,3.688.163.593,3.740.581.768,3.695.128.867,3.670.290.192,375.101.007,3.821.761.983,3.854.550.464,3.938.098.729,3.933.975.577,3.978.336.706,4.017.504.994,4.130.255.188
Panama,PAN,"Children out of school, primary, female",SE.PRM.UNER.FE,..,4641,9424,8101,9111,10680,14035,18504,22074,..,29381,..,..
Panama,PAN,"Children out of school, primary",SE.PRM.UNER,2238,6779,16888,13564,17234,20155,27291,37370,44375,..,58658,..,..
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.130.474.177,1.015.478.465,2.591.946.734,4.651.162.791,8.253.968.254,367.591.898,2.683.857.387,5.028.827.675,3.129.002.745,4.086.822.806,3.602.477.413,3.975.610.157,2.757.097.276
Paraguay,PRY,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.263.550.564,1.222.475.506,3.647.964.919,4.655.701.383,5.095.710.539,4.798.275.879,4.337.676.095,2.857.006.485,160.388.801,4.134.754.444,2.159.209.292,1.960.248.198,3.011.893.178
Paraguay,PRY,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,300.999.999,2.470.000.029,3.049.999.952,2.930.000.067,250.999.999,3.549.999.952,4.139.999.866,4.190.000.057,2.529.999.971,2.960.000.038,2.970.000.029,2.869.999.886,3.329.999.924
Paraguay,PRY,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,5.068.999.863,5.065.999.985,5.152.000.046,4.981.999.969,5.120.999.908,5.665.000.153,5.502.999.878,5.097.999.954,5.240.999.985,5.274.000.168,5.377.000.046,5.499.000.168,5.534.999.847
Paraguay,PRY,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,35.375,3.855.199.814,4.143.000.031,3.735.900.116,3.868.600.082,4.096.099.854,4.150.799.942,3.618.000.031,3.567.499.924,3.834.400.177,3.808.599.854,3.809.000.015,3.788.399.887
Paraguay,PRY,"Population, total",SP.POP.TOTL,5998430,6081296,6163970,6248017,6333981,6421510,6510273,6599524,6688746,6777878,6867058,6956069,7044639
Paraguay,PRY,"Population, female",SP.POP.TOTL.FE.IN,2950679,2990188,3029658,3069988,3111467,3153912,3197206,3241014,3285105,3329476,3374176,3419020,3463751
Paraguay,PRY,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.683.000.088,6.002.999.783,6.673.999.786,6.071.000.099,6.428.999.901,5.468.999.863,4.965.000.153,6.835.999.966,4.947.999.954,6.735.000.134,5.431.000.233,7.550.000.191,8.329.999.924
Paraguay,PRY,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,160.720.005,135.539.999,1.545.400.047,1.455.300.045,1.630.800.056,1.371.700.001,1.155.599.976,1.567.199.993,1.172.599.983,1.528.800.011,122.869.997,1.846.899.986,1.982.500.076
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,17856270473,24616537618,22355601273,27237782850,33756238767,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37906944075
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,2.976.824.014,4.047.909.791,3.626.818.637,4.359.428.415,5.329.387.437,5.185.141.549,5.936.975.959,611.831.811,5.413.776.021,5.324.609.068,5.678.869.972,578.278.455,5.380.963.322
Paraguay,PRY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,3.862.567.929,3.813.746.472,3.890.914.656,3.844.631.887,3.936.615.702,4.124.497.385,4.051.861.516,3.926.165.471,3.959.910.858,3.960.378.347,397.359.301,4.061.173.636,4.090.842.764
Paraguay,PRY,"Children out of school, primary, female",SE.PRM.UNER.FE,26537,33859,38768,39526,39531,41864,..,..,..,..,..,..,..
Paraguay,PRY,"Children out of school, primary",SE.PRM.UNER,57741,71385,81945,81468,82107,86111,..,..,..,..,..,..,..
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.779.986.447,5.785.875.982,2.936.231.536,1.528.320.597,3.369.310.953,3.611.212.949,2.767.896.661,3.411.945.798,3.398.091.947,3.557.176.636,2.994.900.458,150.915.423,2.252.121.914
Peru,PER,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.490.675.955,1.103.276.292,2.063.698.334,5.710.728.594,6.745.787.125,120.258.494,1.057.234.351,2.432.441.085,2.690.520.901,308.088.269,3.615.658.261,2.267.261.262,1.984.870.784
Peru,PER,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,3.180.000.067,2.809.999.943,3,3.180.000.067,2.75,299.000.001,2.869.999.886,2.549.999.952,2.440.000.057,2.380.000.114,2.349.999.905,2.5,2.640.000.105
Peru,PER,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,6.687.999.725,6.701.999.664,6.756.999.969,69,6.845.999.908,6.822.000.122,6.737.000.275,6.687.999.725,6.533.000.183,6.497.000.122,6.662.999.725,6.709.999.847,6.737.999.725
Peru,PER,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,5.763.199.997,5.863.299.942,5.900.699.997,5.981.299.973,5.844.599.915,5.672.999.954,5.647.299.957,5.414.099.884,5.162.200.165,5.208.300.018,5.287.900.162,5.249.200.058,5.326.300.049
Peru,PER,"Population, total",SP.POP.TOTL,28333050,28562321,28792663,29027680,29264314,29506790,29773986,30090372,30470739,30926036,31444299,31989265,32510462
Peru,PER,"Population, female",SP.POP.TOTL.FE.IN,14202697,14315467,14431447,14553781,14681706,14816488,14965316,15137234,15337374,15570375,15831044,16102678,16362221
Peru,PER,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,4.563.000.202,4.632.999.897,419.299.984,4.130.000.114,3.815.999.985,371.600.008,3.947.999.954,3.404.999.971,3.345.999.956,397.300.005,3.907.000.065,3.874.000.072,3.737.999.916
Peru,PER,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,7.760.000.229,818.500.042,6.926.000.118,7.272.999.763,7.191.999.912,806.799.984,6.956.999.779,7.656.000.137,6.639.999.866,8.776.000.023,8.484.999.657,9.090.000.153,7.956.999.779
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1.02E+16,1.21E+16,1.21E+16,1.48E+16,1.72E+16,1.93E+16,2.01E+16,2.01E+16,1.90E+16,1.92E+16,2.11E+16,2.23E+16,2.28E+16
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,3.606.070.689,4.220.616.378,4.196.311.627,5.082.353.706,5.869.323.882,6.528.971.775,6.756.752.996,6.672.877.373,6.229.100.674,6.204.996.457,6.710.507.602,6.957.793.411,7.027.612.207
Peru,PER,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.545.040.415,4.549.426.133,4.551.893.108,4.605.389.837,4.589.665.007,4.585.101.431,4.581.220.045,4.576.203.884,4.540.641.917,4.564.636.255,456.897.042,4.580.038.054,4.575.001.048
Peru,PER,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,12125,..,3222,..,..,..,..,..,..,..,..
Peru,PER,"Children out of school, primary",SE.PRM.UNER,19818,19613,39411,17475,21164,..,..,..,..,10993,33838,47585,..
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.9,8.260.447.036,4.219.030.521,3.789.836.348,4.718.417.047,3.026.963.911,2.582.687.661,3.597.823.439,0.674192537,1.253.698.801,2.853.187.726,5.211.604.606,2.480.278.587
Philippines,PHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.164.289.754,7.179.216.183,2.738.258.566,4.370.884.364,3.918.805.776,1.994.176.097,2.061.063.359,3.053.055.301,-0.71968279,1.280.311.744,2.320.259.946,374.065.383,0.697076297
Philippines,PHL,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,2.539.999.962,2.430.000.067,2.450.000.048,2.319.999.933,224.000.001,2.279.999.971,2.039.999.962,1.919.999.957,1.899.999.976,2.119.999.886,2.480.000.019,2.529.999.971,2.160.000.086
Philippines,PHL,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.572.000.122,4.506.999.969,4.577.999.878,4.618.999.863,4.695.999.908,4.654.999.924,4.640.000.153,4.720.999.908,4.700.999.832,4.670.000.076,4.370.000.076,4.418.000.031,4.524.000.168
Philippines,PHL,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,287.840.004,2.761.100.006,2.805.400.085,2.817.700.005,2.920.199.966,2.884.300.041,2.820.899.963,2.882.600.021,2.787.599.945,2.741.500.092,2.501.099.968,2.489.900.017,2.472.100.067
Philippines,PHL,"Population, total",SP.POP.TOTL,89405482,90901967,92414161,93966784,95570049,97212639,98871558,100513137,102113206,103663812,105172921,106651394,108116622
Philippines,PHL,"Population, female",SP.POP.TOTL.FE.IN,44408074,45105958,45818894,46569078,47365188,48198297,49051547,49899689,50724446,51520471,52293623,53050171,53800550
Philippines,PHL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.710.000.038,4.008.999.825,4.135.000.229,3.792.999.983,3.826.999.903,3.724.999.905,3.822.000.027,3.720.999.956,3.220.999.956,2.851.999.998,2.697.999.954,2.677.000.046,2.532.000.065
Philippines,PHL,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,109.289.999,1.249.800.014,1.289.400.005,1.206.000.042,1.201.200.008,1.178.499.985,1.142.300.034,1.155.300.045,103.380.003,9.305.999.756,893.999.958,8.267.000.198,8.272.000.313
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1.56E+15,1.82E+16,1.76E+16,2.08E+16,2.34E+16,2.62E+16,2.84E+16,2.97E+16,3.06E+16,3.19E+16,3.28E+16,3.47E+16,3.77E+16
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1.744.639.979,199.802.692,1.904.196.388,2.217.472.153,2.450.735.694,2.694.305.109,2.871.429.701,2.959.645.435,3.001.043.182,3.073.654.686,3.123.245.642,3.252.110.274,3.485.340.844
Philippines,PHL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,3.889.894.313,3.851.859.573,3.889.964.231,3.910.078.401,3.926.218.179,392.232.049,3.935.224.546,3.955.217.847,397.017.401,3.922.201.888,3.818.776.605,3.870.798.103,3.928.565.641
Philippines,PHL,"Children out of school, primary, female",SE.PRM.UNER.FE,601184,524589,397173,..,..,..,..,107444,148709,197113,215049,263849,221332
Philippines,PHL,"Children out of school, primary",SE.PRM.UNER,1409725,1274735,992346,..,..,..,..,333178,364140,429607,424228,500780,406435
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.458.743.124,4.164.971.935,3.795.392.425,2.580.693.703,4.239.401.496,3.560.371.517,0.991982606,0.053821313,-0.874125874,-0.664767331,2.075.935.537,1.812.951.565,2.227.478.809
Poland,POL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,3.717.078.466,3.894.351.097,3.785.557.688,1.650.906.719,327.057.482,2.361.494.844,0.304917411,0.521868728,0.974028251,0.311622234,1.859.700.451,1.201.610.335,3.193.977.984
Poland,POL,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,275.999.999,2.720.000.029,2.680.000.067,2.720.000.029,2.880.000.114,2.859.999.895,2.849.999.905,2.779.999.971,2.589.999.914,2.559.999.943,249.000.001,2.710.000.038,2.700.000.048
Poland,POL,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.147.999.954,4.290.000.153,4.318.000.031,4.281.999.969,4.279.000.092,4.288.999.939,4.281.000.137,4.384.999.847,4.470.000.076,4.533.000.183,4.604.999.924,4.659.999.847,4.641.999.817
Poland,POL,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.236.199.951,2.369.499.969,2.317.499.924,2.213.800.049,2.005.999.947,1.995.199.966,1.961.100.006,2.146.800.041,2.138.500.023,238.239.994,2.525.799.942,2.709.000.015,278.939.991
Poland,POL,"Population, total",SP.POP.TOTL,38120560,38125759,38151603,38042794,38063255,38063164,38040196,38011735,37986412,37970087,37974826,37974750,37965475
Poland,POL,"Population, female",SP.POP.TOTL.FE.IN,19681019,19690101,19706577,19649359,19654134,19644188,19620509,19595127,19574714,19563116,19565914,19568657,19567280
Poland,POL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,1.034.399.986,7.960.000.038,8.666.999.817,1.002.600.002,1.039.599.991,1.091.100.025,1.111.400.032,9.590.999.603,7.710.000.038,6.225.999.832,4.912.000.179,3.855.999.947,3.601.999.998
Poland,POL,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,2.376.499.939,1.983.600.044,2.115.999.985,2.536.499.977,2.867.700.005,2.979.899.979,2.992.200.089,2.535.099.983,2.084.900.093,1.789.299.965,1.504.399.967,1.206.400.013,1.020.300.007
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,4.29E+16,5.34E+16,4.40E+16,4.80E+16,5.28E+16,4.99E+16,5.21E+16,5.42E+16,4.78E+16,4.73E+15,5.27E+16,5.87E+16,5.97E+16
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,1.125.451.739,1.399.602.515,1.152.605.589,12.613.011,1.387.956.099,1.309.727.085,136.964.663,1.427.130.585,1.257.849.547,1.244.743.959,1.386.468.176,1.546.848.222,1.573.220.313
Poland,POL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.490.613.334,4.480.716.375,4.486.303.513,4.490.160.795,4.484.398.762,4.491.281.592,4.483.351.133,4.486.775.557,4.485.315.481,4.470.158.667,4.461.287.259,4.472.733.097,4.456.771.408
Poland,POL,"Children out of school, primary, female",SE.PRM.UNER.FE,79975,71954,63332,55421,53587,44022,37198,38026,..,..,28629,20806,11002
Poland,POL,"Children out of school, primary",SE.PRM.UNER,166363,146698,127728,111911,109509,89161,75799,77551,..,..,59793,50722,27189
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.453.965.281,2.588.506.577,-0.835530022,1.402.572.899,3.653.011.004,2.773.338.541,0.274416667,-0.278153367,0.487938624,0.607397075,1.368.614.116,0.993715683,0.33817841
Portugal,PRT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2.966.345.493,1.737.724.288,1.098.135.864,0.642290869,-0.265123395,-0.38819636,2.248.654.892,0.704596369,2.019.964.428,1.716.662.547,1.511.910.394,1.812.996.752,174.945.224
Portugal,PRT,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,3.430.000.067,3.309.999.943,3.039.999.962,2.950.000.048,3,3.299.999.952,3.299.999.952,3.099.999.905,2.829.999.924,3.049.999.952,2.950.000.048,3.099.999.905,3.160.000.086
Portugal,PRT,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,5.065.000.153,5.095.000.076,5.004.000.092,4.924.000.168,4.750.999.832,4.622.000.122,4.527.999.878,4.611.000.061,4.690.000.153,4.752.999.878,4.902.000.046,5.043.000.031,5.086.999.893
Portugal,PRT,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.017.000.008,3.034.499.931,2.915.500.069,2.599.099.922,2.449.500.084,2.120.700.073,2.042.099.953,2.188.400.078,2.153.899.956,2.228.800.011,2.411.400.032,2.511.100.006,2.551.499.939
Portugal,PRT,"Population, total",SP.POP.TOTL,10542964,10558177,10568247,10573100,10557560,10514844,10457295,10401062,10358076,10325452,10300300,10283822,10286263
Portugal,PRT,"Population, female",SP.POP.TOTL.FE.IN,5461138,5480493,5498231,5513209,5517359,5507126,5488215,5468262,5452971,5440467,5429333,5420804,5421171
Portugal,PRT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,948.900.032,875.399.971,1.008.899.975,1.185.999.966,1.304.599.953,1.550.399.971,1.636.499.977,1.432.600.021,1.274.100.018,1.117.199.993,9.350.000.381,743.200.016,7.144.000.053
Portugal,PRT,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,2.028.700.066,2.029.599.953,2.167.900.085,2.401.499.939,3.170.499.992,3.927.299.881,3.954.000.092,3.536.399.841,3.443.500.137,2.877.700.043,2.551.099.968,2.087.199.974,2.140.399.933
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2.40E+16,2.62E+16,2.44E+16,2.38E+16,2.45E+16,2.16E+16,2.26E+15,2.30E+16,1.99E+16,2.06E+16,2.21E+16,2.42E+16,2.40E+16
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,2.278.209.462,2.484.754.514,2.305.979.745,2.249.869.086,2.318.691.313,2.056.488.986,2.164.704.181,2.207.430.076,1.924.236.647,1.997.840.121,214.373.475,2.355.104.829,2.333.081.729
Portugal,PRT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,4.708.902.711,4.721.829.142,47.700.955,4.809.968.198,4.770.310.958,4.815.374.794,4.847.411.136,4.866.263.468,4.887.634.977,4.881.554.017,4.891.955.003,49.153.372,4.927.639.641
Portugal,PRT,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,..,2343,4830,6625,3478,..,..
Portugal,PRT,"Children out of school, primary",SE.PRM.UNER,..,..,461,142,1192,907,525,3051,7802,11170,3662,2425,2037
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.375.816.258,1.505.014.516,-4.863.278.016,-2.425.256.752,1.138.366.235,2.315.348.534,3.221.977.568,3.349.720.857,1.814.077.239,2.676.591.701,0.394878914,0.255815383,-0.666641125
Qatar,QAT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,109.698.606,2.289.956.469,-2.421.810.088,6.979.329.894,1.827.017.134,6.329.962.236,0.767488572,-1.482.751.063,-251.298.075,-8.976.699.058,7.787.569.656,1.241.440.353,-4.455.914.212
Qatar,QAT,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.25999999,0.360000014,0.419999987,0.439999998,0.479999989,0.409999996,0.419999987,0.370000005,0.330000013,0.330000013,0.349999994,0.409999996,0.479999989
Qatar,QAT,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.804.000.092,..,4.818.999.863,5.079.999.924,5.038.999.939,5.091.999.817,5.231.000.137,5.431.999.969,5.966.999.817,6.045.999.908,5.763.000.107,5.763.000.107,5.738.000.107
Qatar,QAT,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,3.171.999.931,3.156.500.053,2.989.800.072,2.848.200.035,2.744.199.944,2.972.400.093,3.217.599.869,3.525.999.832,3.772.800.064,3.813.199.997,3.820.999.908,3.825.099.945,3.829.700.089
Qatar,QAT,"Population, total",SP.POP.TOTL,1218441,1436670,1654944,1856329,2035862,2196078,2336579,2459202,2565708,2654379,2724727,2781682,2832071
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,335121,367134,401364,437040,474133,512271,549808,584693,615499,641459,662996,681381,698550
Qatar,QAT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.492.000.103,1.572.999.954,1.710.999.966,2.779.000.044,3.438.999.891,2.921.999.931,1.620.000.005,106.400.001,0.875999987,0.720000029,0.638999999,0.476999998,0.282999992
Qatar,QAT,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,7.089.000.225,4.554.999.828,6.626.999.855,8.649.999.619,9.581.000.328,8.225.000.381,6.722.000.122,3.829.999.924,2.987.999.916,2.358.999.968,2.289.000.034,1.787.999.988,1.029.999.971
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,79712087912,1.15E+15,97798351648,1.25E+16,1.68E+16,1.87E+16,1.99E+16,2.06E+16,1.62E+15,1.52E+16,1.61E+16,1.83E+16,1.76E+16
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,6.542.137.692,8.023.419.083,5.909.465.918,6.740.308.768,8.240.994.165,8.507.598.654,8.505.068.434,8.385.834.046,6.303.911.263,5.716.296.801,5.912.486.727,6.590.794.844,6.227.642.869
Qatar,QAT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,1.366.020.841,1.245.099.502,1.168.242.679,116.096.432,1.177.223.903,1.206.859.895,1.245.730.164,1.287.629.223,1.328.198.297,134.128.928,1.353.804.621,136.560.634,1.379.268.218
Qatar,QAT,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..,..,..,..,..,2116,2590,1832,1940,1613,309,258
Qatar,QAT,"Children out of school, primary",SE.PRM.UNER,285,..,1701,1789,581,2076,6669,6996,4352,3584,2972,1985,2949
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.837.329.283,7.850.802.557,5.587.420.043,6.091.416.686,5.789.253.288,3.334.922.677,3.984.712.355,1.068.309.877,-0.594156437,-1.544.796.668,1.339.021.211,4.625.484.431,3.827.854.326
Romania,ROU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.581.622.747,1.601.557.989,4.086.778.232,3.593.131.593,3.769.401.251,3.770.702.842,3.395.480.966,1.796.958.454,325.534.816,2.447.043.264,4.679.172.497,6.186.225.461,6.795.538.042
Romania,ROU,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.689999998,0.680000007,0.769999981,0.720000029,0.680000007,0.779999971,0.790000021,0.709999979,0.660000026,0.649999976,0.620000005,0.660000026,0.620000005
Romania,ROU,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,4.488.999.939,4.461.999.893,4.390.999.985,4.333.000.183,4.311.000.061,4.343.000.031,4.308.000.183,4.334.000.015,4.258.000.183,4.222.000.122,4.402.999.878,4.404.000.092,4.402.000.046
Romania,ROU,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,2.015.399.933,2.003.800.011,2.042.499.924,2.009.199.905,1.982.299.995,1.963.100.052,1.863.100.052,1.802.499.962,192.670.002,1.697.599.983,2.023.900.032,2.011.599.922,1.912.100.029
Romania,ROU,"Population, total",SP.POP.TOTL,20882982,20537875,20367487,20246871,20147528,20058035,19983693,19908979,19815616,19702267,19588715,19473970,19371648
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,10723990,10556035,10475198,10416095,10363382,10311889,10266229,10221124,10169092,10110158,10053860,9998665,9949913
